"numero_ocorrencia","ano","mes","dia","rpm_2024","ueop_2024","cia_pm","pelotao","nome_municipio","nome_bairro","natureza_ocorrencia_descricao_longa","numero_envolvido","envolvimento_descricao","furto","roubo","extorsao","data_fato"
"2024-036104934-001",2024,8,12,"15 RPM","19 BPM","232 CIA PM",PM,CATUJI,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-12"
"2024-036062894-001",2024,8,11,"15 RPM","19 BPM","232 CIA PM",PM,NOVO CRUZEIRO,centro,FURTO,1.0,SOLICITANTE,1,0,0,"2024-08-11"
"2024-036035575-001",2024,5,1,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,VARZEA,EXTORSAO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,0,0,1,"2024-05-01"
"2024-036012358-001",2024,8,11,"15 RPM","19 BPM","232 CIA PM",PM,NOVO CRUZEIRO,FILADELFIA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-11"
"2024-036002891-001",2024,8,10,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,GRAO PARA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-10"
"2024-035983692-002",2024,8,10,"15 RPM","19 BPM","232 CIA PM",PC,FRANCISCOPOLIS,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-10"
"2024-035983692-001",2024,8,10,"15 RPM","19 BPM","232 CIA PM",PC,FRANCISCOPOLIS,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-10"
"2024-035975627-001",2024,8,12,"15 RPM","19 BPM","155 CIA PM",PC,ITAMBACURI,ADELAIDE DE BESSA,FURTO,1.0,VITIMA E PROPRIETARIO/FUNCIONARIO ESTABELECIM,1,0,0,"2024-08-12"
"2024-035967687-001",2024,8,12,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-12"
"2024-035939911-001",2024,8,11,"15 RPM","19 BPM","155 CIA PM",PM,ATALEIA,ACARI,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-11"
"2024-035877708-001",2024,8,11,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,SAO JACINTO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-11"
"2024-035854092-001",2024,8,10,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,SAO JACINTO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-10"
"2024-035851885-001",2024,8,11,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,GRAO PARA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-11"
"2024-035850865-001",2024,8,11,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,VARZEA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-11"
"2024-035788244-001",2024,8,10,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,BELA VISTA,ROUBO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,0,1,0,"2024-08-10"
"2024-035707274-001",2024,8,8,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-08"
"2024-035638448-001",2024,8,9,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,FATIMA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-09"
"2024-035603737-002",2024,8,8,"15 RPM","19 BPM","232 CIA PM",PC,CARAI,,ROUBO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,0,1,0,"2024-08-08"
"2024-035532823-001",2024,8,9,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,SAO FRANCISCO,FURTO,1.0,SOLICITANTE,1,0,0,"2024-08-09"
"2024-035443329-001",2024,8,8,"15 RPM","19 BPM","155 CIA PM",PM,OURO VERDE DE MINAS,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-08"
"2024-035440288-001",2024,8,7,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-07"
"2024-035440288-001",2024,8,7,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,,FURTO,1.0,SOLICITANTE,0,0,0,"2024-08-07"
"2024-035429009-001",2024,8,8,"15 RPM","19 BPM","155 CIA PM",PM,OURO VERDE DE MINAS,CENTRO,FURTO,4.0,SOLICITANTE,0,0,0,"2024-08-08"
"2024-035429009-001",2024,8,8,"15 RPM","19 BPM","155 CIA PM",PM,OURO VERDE DE MINAS,CENTRO,FURTO,2.0,VITIMA E PROPRIETARIO/FUNCIONARIO ESTABELECIM,1,0,0,"2024-08-08"
"2024-035423237-001",2024,8,8,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-08"
"2024-035385533-001",2024,8,8,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-08"
"2024-035364660-001",2024,8,8,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,MARAJOARA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-08"
"2024-035270385-001",2024,8,7,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,VARZEA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-07"
"2024-035252067-001",2024,8,7,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,VARZEA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-07"
"2024-035233935-001",2024,8,7,"15 RPM","19 BPM","232 CIA PM",PM,CATUJI,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-07"
"2024-035202150-001",2024,8,7,"15 RPM","19 BPM","232 CIA PM",PC,NOVO CRUZEIRO,,FURTO,1.0,VITIMA - OUTROS,1,0,0,"2024-08-07"
"2024-035189632-001",2024,8,4,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,VILA COQUEIROS,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-04"
"2024-035165408-001",2024,8,6,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,NOVO HORIZONTE,ROUBO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,0,1,0,"2024-08-06"
"2024-035104636-001",2024,7,29,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,JARDIM SAO PAULO,FURTO,1.0,SOLICITANTE,1,0,0,"2024-07-29"
"2024-035035446-001",2024,8,6,"15 RPM","19 BPM","155 CIA PM",PC,ITAMBACURI,VÁRZEA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-06"
"2024-035017394-001",2024,8,5,"15 RPM","19 BPM","232 CIA PM",PM,POTE,JARDIM ALVORADA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-05"
"2024-034947739-001",2024,8,5,"15 RPM","19 BPM","232 CIA PM",PM,LADAINHA,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-05"
"2024-034862377-001",2024,8,5,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-05"
"2024-034858955-001",2024,8,3,"15 RPM","19 BPM","232 CIA PM",PC,MALACACHETA,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-03"
"2024-034858009-001",2024,8,4,"15 RPM","19 BPM","47 CIA PM",PC,TEOFILO OTONI,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-04"
"2024-034850500-001",2024,8,4,"15 RPM","19 BPM","47 CIA PM",PC,TEOFILO OTONI,FATIMA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-04"
"2024-034820861-001",2024,8,4,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,MANOEL PIMENTA,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-04"
"2024-034768772-001",2024,8,2,"15 RPM","19 BPM","232 CIA PM",PM,MALACACHETA,NOSSA SENHORA DAS GRACAS,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-02"
"2024-034689089-001",2024,8,3,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,,FURTO,1.0,SOLICITANTE,1,0,0,"2024-08-03"
"2024-034638165-001",2024,8,3,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-03"
"2024-034638165-001",2024,8,3,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-03"
"2024-034607571-001",2024,8,3,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-03"
"2024-034574071-001",2024,8,3,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,HOLLYWOOD,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-03"
"2024-034452940-001",2024,7,26,"15 RPM","19 BPM","232 CIA PM",PC,MALACACHETA,ESPERANCA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-26"
"2024-034439743-001",2024,8,2,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,JARDIM DAS ACACIAS,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-02"
"2024-034409998-001",2024,8,1,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-01"
"2024-034399605-001",2024,8,1,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,MARAJOARA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-01"
"2024-034349924-001",2024,7,31,"15 RPM","19 BPM","47 CIA PM",PC,TEOFILO OTONI,MARAJOARA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-31"
"2024-034311568-001",2024,8,1,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,GRAO PARA,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-01"
"2024-034311568-001",2024,8,1,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,GRAO PARA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-08-01"
"2024-034216486-001",2024,7,31,"15 RPM","19 BPM","232 CIA PM",PM,CATUJI,,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-31"
"2024-034131672-001",2024,7,31,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-31"
"2024-034084244-001",2024,7,27,"15 RPM","19 BPM","42 CIA PM",PC,TEOFILO OTONI,FREI DIMAS,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-27"
"2024-034078600-001",2024,7,30,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CASTRO PIRES,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-30"
"2024-034055779-001",2024,7,27,"15 RPM","19 BPM","42 CIA PM",PM,PAVAO,LOCALIDADE DE LIMEIRAS,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-27"
"2024-034049743-001",2024,7,30,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,MARAJOARA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-30"
"2024-034028369-001",2024,7,30,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-30"
"2024-033963459-001",2024,7,30,"15 RPM","19 BPM","47 CIA PM",PC,TEOFILO OTONI,CENTRO,FURTO,1.0,VITIMA - OUTROS,1,0,0,"2024-07-30"
"2024-033896465-001",2024,7,26,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,FATIMA,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-26"
"2024-033896465-001",2024,7,26,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,FATIMA,FURTO,1.0,SOLICITANTE,0,0,0,"2024-07-26"
"2024-033892890-001",2024,7,28,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-28"
"2024-033889422-001",2024,7,29,"15 RPM","19 BPM","155 CIA PM",PM,FREI GASPAR,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-29"
"2024-033868611-001",2024,7,26,"15 RPM","19 BPM","155 CIA PM",PM,FREI GASPAR,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-26"
"2024-033821332-001",2024,7,29,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,SANTA CLARA,FURTO,1.0,SOLICITANTE,1,0,0,"2024-07-29"
"2024-033765323-001",2024,7,28,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,JARDIM SAO PAULO,FURTO,1.0,SOLICITANTE,0,0,0,"2024-07-28"
"2024-033765323-001",2024,7,28,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,JARDIM SAO PAULO,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-28"
"2024-033754364-001",2024,7,28,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,NOVO HORIZONTE,ROUBO,1.0,VITIMA - OUTROS,0,1,0,"2024-07-28"
"2024-033715300-001",2024,7,27,"15 RPM","19 BPM","232 CIA PM",PM,CARAI,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-27"
"2024-033690480-001",2024,7,28,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,SAO JACINTO,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-28"
"2024-033674882-001",2024,7,28,"15 RPM","19 BPM","232 CIA PM",PM,MALACACHETA,CENTRO,ROUBO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,0,1,0,"2024-07-28"
"2024-033639238-001",2024,7,26,"15 RPM","19 BPM","232 CIA PM",PM,NOVO CRUZEIRO,CRISTO REI,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-26"
"2024-033639238-001",2024,7,26,"15 RPM","19 BPM","232 CIA PM",PM,NOVO CRUZEIRO,CRISTO REI,FURTO,1.0,SOLICITANTE,0,0,0,"2024-07-26"
"2024-033581380-001",2024,7,27,"15 RPM","19 BPM","232 CIA PM",PM,NOVO CRUZEIRO,,FURTO,4.0,SOLICITANTE,0,0,0,"2024-07-27"
"2024-033581380-001",2024,7,27,"15 RPM","19 BPM","232 CIA PM",PM,NOVO CRUZEIRO,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-27"
"2024-033563440-001",2024,7,27,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,JARDIM IRACEMA,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-27"
"2024-033502036-001",2024,7,26,"15 RPM","19 BPM","155 CIA PM",PM,FREI GASPAR,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-26"
"2024-033471610-001",2024,7,21,"15 RPM","19 BPM","42 CIA PM",PC,TEOFILO OTONI,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-21"
"2024-033458586-001",2024,7,26,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,DISTRITO DE PEDRO VERSIANI,FURTO,1.0,SOLICITANTE,1,0,0,"2024-07-26"
"2024-033452626-001",2024,7,26,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-26"
"2024-033432261-001",2024,7,25,"15 RPM","19 BPM","232 CIA PM",PM,POTE,,FURTO,1.0,SOLICITANTE,1,0,0,"2024-07-25"
"2024-033407690-001",2024,7,26,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,BELA VISTA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-26"
"2024-033356643-001",2024,7,25,"15 RPM","19 BPM","47 CIA PM",PC,TEOFILO OTONI,FATIMA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-25"
"2024-033319121-001",2024,7,24,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-24"
"2024-033314956-001",2024,7,25,"15 RPM","19 BPM","232 CIA PM",PM,NOVO CRUZEIRO,ANASTACIO ROQUE,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-25"
"2024-033314956-001",2024,7,25,"15 RPM","19 BPM","232 CIA PM",PM,NOVO CRUZEIRO,ANASTACIO ROQUE,FURTO,2.0,SOLICITANTE,0,0,0,"2024-07-25"
"2024-033287297-001",2024,7,23,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,SAO CRISTOVAO,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-23"
"2024-033287297-001",2024,7,23,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,SAO CRISTOVAO,FURTO,1.0,SOLICITANTE,0,0,0,"2024-07-23"
"2024-033276033-001",2024,7,24,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,FATIMA,FURTO,3.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-24"
"2024-033276033-001",2024,7,24,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,FATIMA,FURTO,2.0,SOLICITANTE,0,0,0,"2024-07-24"
"2024-033186318-001",2024,7,24,"15 RPM","19 BPM","42 CIA PM",PC,NOVO ORIENTE DE MINAS,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-24"
"2024-033093341-001",2024,7,24,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-24"
"2024-033055349-001",2024,7,23,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,CONCORDIA,ROUBO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,0,1,0,"2024-07-23"
"2024-033055349-001",2024,7,23,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,CONCORDIA,ROUBO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,0,1,0,"2024-07-23"
"2024-032991355-001",2024,7,18,"15 RPM","19 BPM","232 CIA PM",PM,LADAINHA,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-18"
"2024-032909142-001",2024,7,23,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,VILA BETEL,ROUBO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,0,1,0,"2024-07-23"
"2024-032909142-001",2024,7,23,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,VILA BETEL,ROUBO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,0,1,0,"2024-07-23"
"2024-032875105-001",2024,7,22,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,FREI JULIO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-22"
"2024-032848431-001",2024,7,21,"15 RPM","19 BPM","232 CIA PM",PM,MALACACHETA,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-21"
"2024-032802627-001",2024,7,22,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-22"
"2024-032779436-001",2024,7,21,"15 RPM","19 BPM","232 CIA PM",PM,MALACACHETA,VARZEA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-21"
"2024-032769941-001",2024,7,20,"15 RPM","19 BPM","232 CIA PM",PM,NOVO CRUZEIRO,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-20"
"2024-032649370-001",2024,7,21,"15 RPM","19 BPM","232 CIA PM",PM,NOVO CRUZEIRO,FILADELFIA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-21"
"2024-032498368-001",2024,7,20,"15 RPM","19 BPM","42 CIA PM",PM,NOVO ORIENTE DE MINAS,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-20"
"2024-032498368-001",2024,7,20,"15 RPM","19 BPM","42 CIA PM",PM,NOVO ORIENTE DE MINAS,CENTRO,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-20"
"2024-032493155-001",2024,7,19,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,,ROUBO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,0,1,0,"2024-07-19"
"2024-032493155-001",2024,7,19,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,,ROUBO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,0,1,0,"2024-07-19"
"2024-032474187-001",2024,7,19,"15 RPM","19 BPM","155 CIA PM",PM,FREI GASPAR,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-19"
"2024-032428030-001",2024,7,12,"15 RPM","19 BPM","232 CIA PM",PC,MALACACHETA,,FURTO,1.0,SOLICITANTE,1,0,0,"2024-07-12"
"2024-032406188-001",2024,6,24,"15 RPM","19 BPM","47 CIA PM",PC,TEOFILO OTONI,SAO DIOGO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-06-24"
"2024-032369990-001",2024,7,19,"15 RPM","19 BPM","232 CIA PM",PM,POTE,CENTRO,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-19"
"2024-032316854-001",2024,7,18,"15 RPM","19 BPM","232 CIA PM",PM,ITAIPE,SAO PEDRO,ROUBO,3.0,VITIMA DE ACAO CRIMINAL / CIVEL,0,1,0,"2024-07-18"
"2024-032266723-001",2024,7,18,"15 RPM","19 BPM","232 CIA PM",PM,MALACACHETA,VARZEA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-18"
"2024-032221954-001",2024,7,13,"15 RPM","19 BPM","42 CIA PM",PM,TEOFILO OTONI,SAO JACINTO,FURTO,1.0,SOLICITANTE,1,0,0,"2024-07-13"
"2024-032219184-001",2024,7,13,"15 RPM","19 BPM","232 CIA PM",PM,POTE,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-13"
"2024-032214636-001",2024,7,14,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-14"
"2024-032214636-001",2024,7,14,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,1.0,SOLICITANTE,0,0,0,"2024-07-14"
"2024-032196410-001",2024,7,18,"15 RPM","19 BPM","42 CIA PM",PM,NOVO ORIENTE DE MINAS,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-18"
"2024-032085532-001",2024,7,13,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,GRAO PARA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-13"
"2024-032046130-001",2024,7,17,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,JARDIM IRACEMA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-17"
"2024-032021271-001",2024,7,17,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,CENTRO,FURTO,1.0,SOLICITANTE,1,0,0,"2024-07-17"
"2024-032020853-001",2024,7,17,"15 RPM","19 BPM","155 CIA PM",PM,ITAMBACURI,VARZEA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-17"
"2024-031951421-001",2024,6,12,"15 RPM","19 BPM","47 CIA PM",PM,TEOFILO OTONI,IPIRANGA,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-06-12"
"2024-031922012-001",2024,6,23,"15 RPM","19 BPM","155 CIA PM",PC,JAMPRUCA,,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-06-23"
"2024-031920540-001",2024,7,14,"15 RPM","19 BPM","232 CIA PM",PM,CARAI,,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-14"
"2024-031920540-001",2024,7,14,"15 RPM","19 BPM","232 CIA PM",PM,CARAI,,FURTO,1.0,SOLICITANTE,0,0,0,"2024-07-14"
"2024-031876968-001",2024,7,11,"15 RPM","19 BPM","232 CIA PM",PC,MALACACHETA,,FURTO,2.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-11"
"2024-031714838-001",2024,7,15,"15 RPM","19 BPM","232 CIA PM",PM,NOVO CRUZEIRO,CENTRO,FURTO,2.0,SOLICITANTE,0,0,0,"2024-07-15"
"2024-031714838-001",2024,7,15,"15 RPM","19 BPM","232 CIA PM",PM,NOVO CRUZEIRO,CENTRO,FURTO,1.0,VITIMA DE ACAO CRIMINAL / CIVEL,1,0,0,"2024-07-15"
